instance_id,timestamp,cpu,memory,gpu_utilization,gpu_memory_utilization,gpu_encoder_session_count,network_in,network_out,network_packets_in,network_packets_out,disk_read_ops,disk_write_ops,disk_read_bytes,disk_write_bytes,volume_read_bytes,volume_write_bytes,volume_read_ops,volume_write_ops
i-0abcd123,2026-03-08T17:15:00+00:00,42.59,64.07,0.87,4.05,0,171144,166589,122,224,83,153,44700,40241,96477,58915,139,306
i-0abcd123,2026-03-08T17:20:00+00:00,20.67,52.93,0.51,2.3,1,120019,155161,394,417,123,145,8476,36428,86368,33171,420,404
i-0abcd123,2026-03-08T17:25:00+00:00,40.0,43.61,2.03,2.01,0,146790,150170,79,127,91,108,9986,25940,87164,66821,375,471
i-0abcd123,2026-03-08T17:30:00+00:00,41.88,42.39,3.52,0.92,1,189110,109887,330,380,164,158,40941,5257,32332,28071,324,333
i-0abcd123,2026-03-08T17:35:00+00:00,29.34,37.74,0.12,4.67,0,156808,178267,271,193,97,136,42400,40125,39907,38356,250,224
i-0abcd123,2026-03-08T17:40:00+00:00,34.95,37.79,3.33,3.84,1,89700,173746,207,428,103,102,10293,8895,37488,58831,189,479
i-0abcd123,2026-03-08T17:45:00+00:00,29.73,45.44,2.93,3.49,1,193499,88842,298,254,145,112,33958,10195,14372,39913,364,184
i-0abcd123,2026-03-08T17:50:00+00:00,15.83,31.35,4.35,1.54,0,188678,70320,490,157,105,93,12283,43088,34706,58910,139,340
i-0abcd123,2026-03-08T17:55:00+00:00,19.45,56.18,2.25,0.54,1,164534,104298,277,374,129,77,36148,20288,11257,89546,280,476
i-0abcd123,2026-03-08T18:00:00+00:00,41.15,30.43,0.68,1.68,0,134220,167561,215,193,129,103,21752,35242,36633,62008,138,402
i-0abcd123,2026-03-08T18:05:00+00:00,15.04,48.97,0.21,4.44,1,152686,106786,392,215,83,125,25077,34491,33766,92813,148,369
i-0abcd123,2026-03-08T18:10:00+00:00,37.56,39.91,1.12,4.44,0,168288,150243,358,147,178,140,44590,24478,33515,80063,259,156
i-0abcd123,2026-03-08T18:15:00+00:00,42.96,45.51,2.08,4.83,0,176991,90210,385,96,84,86,34639,15241,47413,92904,361,464
i-0abcd123,2026-03-08T18:20:00+00:00,36.22,57.56,2.8,3.98,1,114609,111149,456,445,171,152,24911,24429,26982,63034,269,180
i-0abcd123,2026-03-08T18:25:00+00:00,28.59,37.41,0.94,2.29,0,163688,75010,128,260,146,176,8224,45829,12321,69991,323,456
i-0abcd123,2026-03-08T18:30:00+00:00,34.56,44.42,4.32,2.23,1,128108,143303,492,222,82,111,37456,42856,67833,12352,160,194
i-0abcd123,2026-03-08T18:35:00+00:00,43.75,45.52,1.51,1.0,0,191436,162430,493,346,185,67,36918,30896,34105,61823,421,344
i-0abcd123,2026-03-08T18:40:00+00:00,15.38,60.64,4.96,2.36,0,197790,139562,327,379,82,62,48301,46755,10016,58981,302,196
i-0abcd123,2026-03-08T18:45:00+00:00,22.41,38.56,3.0,2.97,0,158942,85546,417,224,182,61,20042,42039,51993,44423,414,400
i-0abcd123,2026-03-08T18:50:00+00:00,42.66,46.48,3.27,3.7,1,187172,98979,386,278,182,128,26783,16580,53290,63206,195,295
i-0abcd123,2026-03-08T18:55:00+00:00,39.56,42.41,1.06,3.98,0,136082,78113,228,483,136,63,5886,35407,65964,91559,196,432
i-0abcd123,2026-03-08T19:00:00+00:00,19.13,62.39,3.4,2.05,1,180624,179513,308,191,82,150,49715,9873,70449,98061,132,406
i-0abcd123,2026-03-08T19:05:00+00:00,30.84,56.9,3.97,0.48,0,92219,86953,120,70,164,161,29735,17476,38283,41806,138,327
i-0abcd123,2026-03-08T19:10:00+00:00,15.31,60.94,4.45,4.96,1,139200,100071,496,267,174,158,6774,46800,42387,17861,197,115
i-0abcd123,2026-03-08T19:15:00+00:00,27.07,55.63,2.1,4.04,0,189970,77669,375,307,191,149,36035,23442,79343,17587,175,111
i-0abcd123,2026-03-08T19:20:00+00:00,44.36,54.64,2.06,1.37,0,194810,166278,154,284,128,172,38611,36408,11549,99509,490,323
i-0abcd123,2026-03-08T19:25:00+00:00,35.75,36.19,0.3,0.9,1,156305,175087,482,116,157,90,49030,7593,23498,96640,369,365
i-0abcd123,2026-03-08T19:30:00+00:00,33.44,57.99,1.37,3.0,0,168802,168447,323,332,133,133,22824,17498,34511,86530,425,326
i-0abcd123,2026-03-08T19:35:00+00:00,32.8,43.23,3.16,3.1,1,189053,93199,318,221,195,140,8334,28404,97301,39013,115,109
i-0abcd123,2026-03-08T19:40:00+00:00,30.76,31.92,0.79,1.24,1,189746,105965,376,109,152,110,16003,24451,75392,33779,417,283
i-0abcd123,2026-03-08T19:45:00+00:00,34.21,63.6,1.06,0.08,1,143791,123682,194,113,135,72,34479,11117,66237,38881,193,284
i-0abcd123,2026-03-08T19:50:00+00:00,30.6,60.42,0.85,2.68,1,98251,89880,212,422,199,90,21136,44374,39687,70252,176,452
i-0abcd123,2026-03-08T19:55:00+00:00,31.94,34.42,3.36,3.2,1,150336,158223,394,105,176,158,38095,22692,83061,26041,331,445
i-0abcd123,2026-03-08T20:00:00+00:00,38.54,51.57,4.17,0.26,0,178329,101105,333,283,131,170,33544,26811,94802,43076,158,125
i-0abcd123,2026-03-08T20:05:00+00:00,17.54,49.15,2.32,4.78,1,157859,93198,309,267,185,174,19724,48359,70214,70951,212,467
i-0abcd123,2026-03-08T20:10:00+00:00,25.36,52.63,4.13,3.82,0,123483,122778,315,491,189,120,5615,19464,93218,93817,239,369
i-0abcd123,2026-03-08T20:15:00+00:00,15.95,47.28,4.63,2.51,1,192904,91753,422,64,118,138,48059,29381,30560,68471,443,107
i-0abcd123,2026-03-08T20:20:00+00:00,37.29,58.83,1.22,0.3,0,125701,88441,215,123,181,154,15350,15188,49020,41829,152,496
i-0abcd123,2026-03-08T20:25:00+00:00,34.06,60.93,0.53,2.76,1,80085,82001,75,275,103,85,48530,12312,22688,38751,326,173
i-0abcd123,2026-03-08T20:30:00+00:00,26.75,44.63,0.91,1.45,0,179321,154719,168,437,177,152,28731,34675,92045,27157,413,211
i-0abcd123,2026-03-08T20:35:00+00:00,34.89,32.34,0.74,4.23,1,105369,167756,82,214,141,168,30405,24414,17016,11916,200,461
i-0abcd123,2026-03-08T20:40:00+00:00,17.49,49.82,4.11,0.44,0,189380,104722,316,294,119,81,26945,16694,93087,67908,114,127
i-0abcd123,2026-03-08T20:45:00+00:00,23.93,45.09,4.04,1.97,1,95496,131306,348,128,163,90,32989,15019,18521,80840,258,451
i-0abcd123,2026-03-08T20:50:00+00:00,42.77,53.94,1.77,3.09,0,92109,161495,179,289,141,93,9324,15336,54622,34807,151,368
i-0abcd123,2026-03-08T20:55:00+00:00,42.34,52.35,0.48,3.82,1,130041,152523,463,389,185,158,30238,19761,94637,66721,291,322
i-0abcd123,2026-03-08T21:00:00+00:00,27.8,52.91,2.88,2.85,0,167750,175992,324,144,89,120,13956,31713,42655,70899,201,258
i-0abcd123,2026-03-08T21:05:00+00:00,20.61,47.38,0.6,1.59,1,124538,143552,236,166,130,135,13063,37227,40352,11853,202,263
i-0abcd123,2026-03-08T21:10:00+00:00,31.69,44.38,3.81,3.71,1,188005,173786,398,100,129,171,13964,9601,60450,62299,409,379
i-0abcd123,2026-03-08T21:15:00+00:00,41.14,57.0,1.49,4.21,1,122405,80968,424,378,117,63,5407,37111,18058,40317,225,117
i-0abcd123,2026-03-08T21:20:00+00:00,22.24,47.33,2.55,3.06,0,167417,153125,415,379,137,82,18809,40692,85597,98594,370,377
i-0abcd123,2026-03-08T21:25:00+00:00,31.16,51.89,3.59,2.13,0,135877,91114,373,179,147,92,44435,20602,20075,22096,154,251
i-0abcd123,2026-03-08T21:30:00+00:00,24.28,43.42,5.0,4.05,1,183740,99678,136,495,128,135,46281,9604,47996,33774,340,170
i-0abcd123,2026-03-08T21:35:00+00:00,38.86,47.39,3.31,4.29,0,102780,105628,271,164,199,124,16988,7191,15868,61503,350,169
i-0abcd123,2026-03-08T21:40:00+00:00,42.42,41.1,2.86,4.87,1,160343,146777,207,396,166,87,43110,23458,92532,93963,352,365
i-0abcd123,2026-03-08T21:45:00+00:00,29.28,59.78,4.98,1.34,1,155606,100278,189,133,122,67,23690,28003,48115,45433,466,494
i-0abcd123,2026-03-08T21:50:00+00:00,34.67,47.63,1.22,2.32,1,124006,84354,458,83,107,116,31704,45024,73832,71118,345,362
i-0abcd123,2026-03-08T21:55:00+00:00,26.42,64.28,2.44,4.11,0,110163,99693,146,112,113,144,47445,42161,48753,64961,212,188
i-0abcd123,2026-03-08T22:00:00+00:00,21.51,32.07,0.71,1.51,0,125073,77329,241,390,114,94,23304,26320,54110,24865,483,127
i-0abcd123,2026-03-08T22:05:00+00:00,39.48,58.0,3.48,3.4,0,133476,161812,67,183,99,90,28842,24998,30504,72511,335,320
i-0abcd123,2026-03-08T22:10:00+00:00,40.9,31.17,4.89,1.85,0,88535,105645,156,203,109,153,25099,5674,36074,41120,208,153
i-0abcd123,2026-03-08T22:15:00+00:00,25.57,49.74,4.73,2.64,1,161227,177321,65,239,100,109,34905,15180,12687,64327,405,224
i-0abcd123,2026-03-08T22:20:00+00:00,25.81,61.14,0.84,0.83,1,108090,73950,211,226,163,169,37565,32782,73030,39387,241,409
i-0abcd123,2026-03-08T22:25:00+00:00,15.38,33.05,3.06,0.96,1,106888,145126,131,292,103,127,17372,47489,43047,84550,317,232
i-0abcd123,2026-03-08T22:30:00+00:00,22.62,32.03,2.15,0.77,1,125629,139283,377,432,145,122,23461,43600,84882,23884,459,301
i-0abcd123,2026-03-08T22:35:00+00:00,32.18,51.76,2.46,0.38,0,188970,117141,198,482,109,148,40762,24726,18397,87268,259,316
i-0abcd123,2026-03-08T22:40:00+00:00,40.84,41.43,1.65,0.5,0,121893,136319,185,209,135,98,43901,24878,31260,70197,230,431
i-0abcd123,2026-03-08T22:45:00+00:00,40.28,56.29,0.16,3.12,1,94969,102168,114,160,95,84,45813,19230,47020,29424,385,173
i-0abcd123,2026-03-08T22:50:00+00:00,26.51,58.71,1.85,1.04,0,192212,140058,59,232,120,151,29916,30672,83217,60212,490,452
i-0abcd123,2026-03-08T22:55:00+00:00,32.12,56.38,3.41,2.1,1,110130,176283,238,205,192,127,19799,31374,94226,24216,188,368
i-0abcd123,2026-03-08T23:00:00+00:00,16.27,47.39,1.04,2.77,1,112361,139242,438,396,129,136,33275,26305,59171,62514,134,437
i-0abcd123,2026-03-08T23:05:00+00:00,21.4,34.24,1.96,4.89,0,156723,114420,290,478,192,180,26632,40850,36552,31706,481,199
i-0abcd123,2026-03-08T23:10:00+00:00,33.85,63.8,3.84,1.32,0,87161,149301,353,496,85,131,5063,30301,16737,67181,310,176
i-0abcd123,2026-03-08T23:15:00+00:00,16.17,36.63,1.03,1.98,1,152206,159601,81,453,81,152,29600,37141,14944,78195,216,130
i-0abcd123,2026-03-08T23:20:00+00:00,44.32,30.28,4.81,1.59,0,154145,115150,175,193,84,79,22972,22500,73055,54720,132,352
i-0abcd123,2026-03-08T23:25:00+00:00,30.26,30.62,2.84,0.66,1,157039,161888,68,115,181,123,28740,23853,97343,33407,401,207
i-0abcd123,2026-03-08T23:30:00+00:00,26.64,63.89,1.25,4.57,1,130157,89457,60,146,112,64,36696,13898,38958,83687,343,164
i-0abcd123,2026-03-08T23:35:00+00:00,26.38,38.11,1.54,2.04,1,128518,159934,143,422,148,159,9015,19521,92205,54611,181,308
i-0abcd123,2026-03-08T23:40:00+00:00,24.41,59.81,1.49,2.02,1,183684,87417,418,436,197,66,31517,33018,62522,54496,149,488
i-0abcd123,2026-03-08T23:45:00+00:00,44.78,33.31,4.57,1.87,1,84642,88427,479,235,90,76,33380,25892,92539,50467,363,314
i-0abcd123,2026-03-08T23:50:00+00:00,16.2,42.21,1.02,0.16,1,188403,167950,120,122,152,144,28687,5735,54902,96198,291,186
i-0abcd123,2026-03-08T23:55:00+00:00,43.6,35.59,4.72,0.22,1,156127,100224,416,248,132,134,24074,31967,33623,34525,304,282
i-0abcd123,2026-03-09T00:00:00+00:00,33.22,55.56,2.32,0.36,0,191365,85814,235,215,125,67,49579,36418,68845,91964,436,221
i-0abcd123,2026-03-09T00:05:00+00:00,25.81,51.49,4.46,2.59,0,175038,159788,204,384,85,170,46226,26308,11228,69500,411,240
i-0abcd123,2026-03-09T00:10:00+00:00,19.19,59.52,4.68,1.85,1,176058,125006,97,279,199,75,36116,5785,66937,40632,347,151
i-0abcd123,2026-03-09T00:15:00+00:00,33.69,60.49,3.6,0.03,0,159019,151529,346,473,127,146,28449,44453,94322,91180,176,121
i-0abcd123,2026-03-09T00:20:00+00:00,17.98,48.02,3.38,2.09,1,86999,156613,422,52,169,83,21480,21916,13461,44872,141,258
i-0abcd123,2026-03-09T00:25:00+00:00,33.14,33.05,0.94,3.75,1,111212,151578,128,103,131,114,19090,38356,54435,45246,144,125
i-0abcd123,2026-03-09T00:30:00+00:00,42.44,30.96,2.52,0.14,0,139331,120042,392,429,102,134,8959,12956,22595,99302,387,475
i-0abcd123,2026-03-09T00:35:00+00:00,31.53,48.13,1.57,1.52,1,87598,74081,439,262,133,144,9057,16936,71491,97622,258,247
i-0abcd123,2026-03-09T00:40:00+00:00,32.8,64.94,4.91,3.87,1,93270,149542,206,87,167,77,45063,32791,67027,77556,497,234
i-0abcd123,2026-03-09T00:45:00+00:00,32.55,55.32,4.77,0.59,1,141704,98474,133,468,97,149,6854,39133,19309,11988,360,336
i-0abcd123,2026-03-09T00:50:00+00:00,24.19,56.67,1.29,4.31,0,80284,136537,63,319,159,70,27565,14469,51454,67854,142,192
i-0abcd123,2026-03-09T00:55:00+00:00,37.57,37.36,1.62,2.82,0,176155,77019,439,155,188,133,16299,6685,65096,46997,475,122
i-0abcd123,2026-03-09T01:00:00+00:00,17.12,62.13,1.61,4.94,1,101099,159183,414,399,164,98,41395,13613,25736,97129,395,197
i-0abcd123,2026-03-09T01:05:00+00:00,38.88,33.32,1.12,3.06,1,189068,109167,109,78,152,103,45883,19164,89658,67524,486,195
i-0abcd123,2026-03-09T01:10:00+00:00,30.02,41.27,4.74,2.91,1,132728,132662,328,350,97,165,40310,7931,18622,48224,257,139
i-0abcd123,2026-03-09T01:15:00+00:00,33.65,55.4,3.29,3.06,1,132120,114144,492,380,145,95,38849,13347,94145,13050,340,457
i-0abcd123,2026-03-09T01:20:00+00:00,29.58,57.86,1.61,1.72,1,144017,102610,77,239,102,94,18091,44534,81811,18044,102,384
i-0abcd123,2026-03-09T01:25:00+00:00,17.99,48.45,0.16,3.76,1,161390,124223,84,139,170,99,14928,15134,83572,20484,482,324
i-0abcd123,2026-03-09T01:30:00+00:00,29.68,55.72,1.9,2.8,1,102104,119871,138,420,139,155,48096,18699,88943,80105,189,485
i-0abcd123,2026-03-09T01:35:00+00:00,44.05,39.13,1.91,1.81,0,99226,84750,334,66,163,153,45571,34975,79757,51223,412,241
i-0abcd123,2026-03-09T01:40:00+00:00,43.34,60.9,1.23,2.62,1,82026,162099,413,299,184,170,10109,31206,88380,20119,341,117
i-0abcd123,2026-03-09T01:45:00+00:00,26.32,54.56,1.46,4.56,1,119082,159244,79,187,141,161,12565,13727,97220,35501,491,347
i-0abcd123,2026-03-09T01:50:00+00:00,28.49,36.83,3.41,1.87,1,156354,82023,489,361,128,73,36752,41380,59034,12720,245,153
i-0abcd123,2026-03-09T01:55:00+00:00,30.39,32.04,3.15,0.21,0,112674,138821,230,238,169,163,8723,24086,33111,10269,415,196
i-0abcd123,2026-03-09T02:00:00+00:00,43.47,32.4,1.23,1.17,0,139885,143384,400,475,181,133,21973,10675,46611,87034,251,457
i-0abcd123,2026-03-09T02:05:00+00:00,29.9,41.17,2.19,2.65,1,110725,147567,277,73,125,87,43863,13234,50728,70262,304,305
i-0abcd123,2026-03-09T02:10:00+00:00,34.63,52.52,4.41,3.08,0,193214,145778,425,135,124,62,20500,16369,66793,52337,320,484
i-0abcd123,2026-03-09T02:15:00+00:00,22.46,40.76,3.66,1.8,0,158761,136051,72,445,80,163,9430,46148,83044,62025,189,359
i-0abcd123,2026-03-09T02:20:00+00:00,44.9,55.34,3.58,1.12,1,151977,125870,99,352,171,105,33587,47037,28032,51661,205,228
i-0abcd123,2026-03-09T02:25:00+00:00,18.18,32.91,3.64,3.06,0,110854,131294,93,53,81,97,8633,31924,18023,98052,357,166
i-0abcd123,2026-03-09T02:30:00+00:00,32.27,30.94,4.29,2.82,0,87798,110646,181,459,128,169,24255,35380,97743,94101,413,465
i-0abcd123,2026-03-09T02:35:00+00:00,34.72,34.25,1.78,4.96,1,169516,70343,319,132,184,139,16430,29834,92617,67545,461,128
i-0abcd123,2026-03-09T02:40:00+00:00,32.54,36.7,2.02,1.76,1,171849,110706,266,385,180,92,40346,30563,63228,39729,460,155
i-0abcd123,2026-03-09T02:45:00+00:00,38.29,51.41,4.95,0.61,0,101694,142786,147,184,137,167,44328,42237,24092,55360,427,206
i-0abcd123,2026-03-09T02:50:00+00:00,35.43,56.92,3.76,0.98,0,97860,161410,479,119,170,106,20293,47577,14704,41096,477,476
i-0abcd123,2026-03-09T02:55:00+00:00,40.15,60.21,3.09,3.13,0,106247,173937,172,85,195,115,18784,33488,59396,44286,215,160
i-0abcd123,2026-03-09T03:00:00+00:00,44.92,49.92,4.77,1.76,0,155777,167090,81,346,165,86,16121,7583,36152,85710,243,418
i-0abcd123,2026-03-09T03:05:00+00:00,35.55,51.95,3.42,1.38,0,160334,133741,90,376,127,73,5248,33521,18270,46220,104,113
i-0abcd123,2026-03-09T03:10:00+00:00,41.1,40.01,1.49,4.36,0,97224,99440,449,301,120,129,13939,35977,29272,40408,421,473
i-0abcd123,2026-03-09T03:15:00+00:00,15.06,39.9,1.92,0.98,0,93651,86645,340,248,103,64,18812,28330,85502,75238,254,104
i-0abcd123,2026-03-09T03:20:00+00:00,30.47,36.57,0.86,4.89,0,101821,105108,144,274,148,130,20906,48707,96541,39535,397,439
i-0abcd123,2026-03-09T03:25:00+00:00,28.08,43.82,1.21,3.26,1,174719,104482,246,232,190,151,36659,23622,97755,15685,111,357
i-0abcd123,2026-03-09T03:30:00+00:00,19.0,34.61,0.96,3.71,1,192512,87901,405,327,114,102,22638,7444,18954,81579,423,200
i-0abcd123,2026-03-09T03:35:00+00:00,43.13,58.01,1.98,2.85,0,144703,150168,82,435,81,105,19141,29472,39530,97588,479,236
i-0abcd123,2026-03-09T03:40:00+00:00,17.21,31.88,0.81,3.79,1,99847,161132,147,336,176,177,20725,29165,86522,66444,265,177
i-0abcd123,2026-03-09T03:45:00+00:00,19.96,35.88,0.11,2.76,0,197455,173387,120,184,172,70,39581,6097,37383,11907,230,441
i-0abcd123,2026-03-09T03:50:00+00:00,17.15,47.21,0.83,3.02,0,97890,152139,346,262,192,89,27255,18519,88877,96287,238,288
i-0abcd123,2026-03-09T03:55:00+00:00,35.02,38.84,0.19,1.04,0,148373,174313,315,186,163,158,32516,6580,71452,35940,381,440
i-0abcd123,2026-03-09T04:00:00+00:00,41.13,40.84,3.19,1.89,0,134124,86576,206,418,96,92,7913,40981,74069,14300,193,141
i-0abcd123,2026-03-09T04:05:00+00:00,21.94,41.03,3.04,3.15,1,98255,160656,200,251,88,106,24314,31291,83613,47030,422,488
i-0abcd123,2026-03-09T04:10:00+00:00,22.67,41.5,0.98,4.15,0,105048,94977,365,214,165,75,48035,25573,80832,73421,128,107
i-0abcd123,2026-03-09T04:15:00+00:00,43.4,40.4,0.05,2.01,0,186629,155324,298,336,144,165,38141,22592,28179,35022,131,492
i-0abcd123,2026-03-09T04:20:00+00:00,23.27,33.96,0.57,1.43,0,195531,172102,310,397,108,63,16775,40003,60578,92676,394,215
i-0abcd123,2026-03-09T04:25:00+00:00,23.81,50.0,4.89,1.91,1,139458,171134,76,209,103,106,46392,29603,63094,24965,256,467
i-0abcd123,2026-03-09T04:30:00+00:00,22.18,39.92,3.58,2.94,1,83719,71081,434,203,97,159,34904,34784,90285,19418,283,253
i-0abcd123,2026-03-09T04:35:00+00:00,31.03,34.25,3.24,2.58,0,149908,162031,128,353,186,134,35420,27268,37294,69355,361,282
i-0abcd123,2026-03-09T04:40:00+00:00,40.28,55.19,0.68,2.82,1,145440,156179,82,279,189,77,18557,29924,81665,61866,435,485
i-0abcd123,2026-03-09T04:45:00+00:00,43.47,50.19,4.88,4.4,1,165043,94247,262,459,126,117,14656,37861,51917,14483,150,332
i-0abcd123,2026-03-09T04:50:00+00:00,42.42,51.32,1.6,3.28,1,117877,141324,402,268,194,173,49163,44439,67779,65860,329,176
i-0abcd123,2026-03-09T04:55:00+00:00,39.73,56.73,2.65,1.59,0,178787,151832,403,117,109,101,47993,11035,13125,25100,244,427
i-0abcd123,2026-03-09T05:00:00+00:00,37.91,41.78,4.74,2.32,1,134803,153519,310,299,175,123,37338,28976,39499,95958,348,362
i-0abcd123,2026-03-09T05:05:00+00:00,35.93,47.58,0.84,1.6,1,158877,179549,336,112,160,170,5128,40356,77265,43539,127,293
i-0abcd123,2026-03-09T05:10:00+00:00,42.54,36.39,2.66,0.96,0,145246,81655,304,479,162,166,44978,12113,46237,13222,268,321
i-0abcd123,2026-03-09T05:15:00+00:00,37.1,59.81,1.33,0.11,0,179898,110399,157,63,111,70,11816,21160,61134,40874,487,157
i-0abcd123,2026-03-09T05:20:00+00:00,16.14,57.21,0.25,0.36,1,175902,161412,130,455,100,77,28850,38424,13072,55311,313,226
i-0abcd123,2026-03-09T05:25:00+00:00,35.02,45.81,0.53,3.14,1,157695,85851,355,452,165,112,20433,20898,70999,94724,294,371
i-0abcd123,2026-03-09T05:30:00+00:00,41.24,51.54,3.75,1.08,1,89626,101245,356,52,186,83,26384,27956,72318,75153,324,476
i-0abcd123,2026-03-09T05:35:00+00:00,44.34,33.49,3.89,1.66,1,128805,121199,99,277,163,160,47813,12258,72318,24924,299,123
i-0abcd123,2026-03-09T05:40:00+00:00,42.6,48.65,4.63,0.41,1,82766,107538,367,302,128,91,25173,17726,41502,27904,383,262
i-0abcd123,2026-03-09T05:45:00+00:00,38.15,43.67,3.45,4.18,0,98812,166272,311,230,94,90,31884,45773,48477,76791,355,464
i-0abcd123,2026-03-09T05:50:00+00:00,17.9,38.93,1.34,0.26,1,125043,123256,370,107,134,172,48689,9470,78746,50811,287,224
i-0abcd123,2026-03-09T05:55:00+00:00,16.5,63.71,0.76,4.21,0,101485,165853,87,327,182,101,21858,33356,97839,75792,489,109
i-0abcd123,2026-03-09T06:00:00+00:00,18.84,48.51,0.71,2.82,1,143950,92751,385,493,181,120,42212,47704,92043,53390,292,403
i-0abcd123,2026-03-09T06:05:00+00:00,23.18,56.83,2.14,0.72,1,187382,90526,490,472,188,146,19914,17706,23876,89596,231,387
i-0abcd123,2026-03-09T06:10:00+00:00,29.43,38.19,4.85,1.96,0,161741,111868,169,321,195,65,22051,20912,27192,71859,158,240
i-0abcd123,2026-03-09T06:15:00+00:00,18.57,60.19,4.33,1.86,0,182203,110474,355,186,102,137,38607,12130,30740,23426,143,284
i-0abcd123,2026-03-09T06:20:00+00:00,22.01,45.31,4.04,2.88,1,197748,150351,199,345,116,166,24512,17231,18819,68702,312,101
i-0abcd123,2026-03-09T06:25:00+00:00,27.61,52.1,0.17,3.43,0,166956,72378,228,107,187,123,37074,14956,82172,54752,141,199
i-0abcd123,2026-03-09T06:30:00+00:00,17.16,55.15,0.25,4.54,0,180363,113922,308,416,190,70,24760,14452,88860,89282,421,325
i-0abcd123,2026-03-09T06:35:00+00:00,42.62,53.74,1.66,3.21,0,110817,171230,260,355,190,78,46306,29954,66457,23770,396,402
i-0abcd123,2026-03-09T06:40:00+00:00,23.4,45.48,2.78,4.09,1,139123,84342,66,233,122,143,43093,35240,42035,16011,189,446
i-0abcd123,2026-03-09T06:45:00+00:00,37.66,54.33,4.07,4.88,0,196710,119166,399,467,128,89,49242,16636,89282,60188,172,102
i-0abcd123,2026-03-09T06:50:00+00:00,16.43,47.67,4.24,3.11,0,94178,147865,267,391,105,126,11658,16054,33823,22510,314,458
i-0abcd123,2026-03-09T06:55:00+00:00,27.49,46.35,0.99,1.49,0,198268,109031,253,336,192,81,39796,45560,70775,70266,313,330
i-0abcd123,2026-03-09T07:00:00+00:00,20.61,40.04,1.05,1.53,1,144772,93829,485,404,122,99,11636,41812,45447,90986,153,168
i-0abcd123,2026-03-09T07:05:00+00:00,43.78,52.31,1.33,2.7,0,159672,102359,266,94,93,180,37431,8826,18370,11045,108,226
i-0abcd123,2026-03-09T07:10:00+00:00,15.15,56.45,0.73,2.55,1,135323,151013,495,274,122,86,31942,18179,60988,19755,163,147
i-0abcd123,2026-03-09T07:15:00+00:00,24.49,64.96,2.69,1.79,1,96760,127678,344,456,155,85,9197,7251,33368,20197,248,134
i-0abcd123,2026-03-09T07:20:00+00:00,24.58,42.38,4.57,4.33,1,195151,153918,315,274,91,108,11924,42853,19534,31818,162,160
i-0abcd123,2026-03-09T07:25:00+00:00,34.03,62.63,2.96,3.92,0,118476,170401,189,79,130,110,17158,28025,91166,21434,398,285
i-0abcd123,2026-03-09T07:30:00+00:00,21.64,36.85,4.86,0.39,1,134386,127388,272,83,100,116,33653,47050,18764,34688,429,289
i-0abcd123,2026-03-09T07:35:00+00:00,29.27,53.16,2.8,2.42,0,136679,113327,444,340,135,86,32591,22414,23416,38078,460,356
i-0abcd123,2026-03-09T07:40:00+00:00,41.86,38.65,1.67,0.2,0,124676,151889,389,250,142,128,39788,27558,77293,20914,283,122
i-0abcd123,2026-03-09T07:45:00+00:00,19.11,48.4,2.41,2.94,0,89411,74862,270,270,148,145,9912,28930,14510,15935,283,491
i-0abcd123,2026-03-09T07:50:00+00:00,33.84,33.34,4.64,0.34,1,177079,82603,481,305,154,115,39687,25972,15328,46087,223,352
i-0abcd123,2026-03-09T07:55:00+00:00,23.06,32.05,4.05,4.12,0,197555,115976,261,378,104,175,29304,7115,34944,50004,412,307
i-0abcd123,2026-03-09T08:00:00+00:00,89.67,86.45,22.07,24.15,2,1868501,1187146,1314,4335,1117,879,96036,426975,75081,162864,702,908
i-0abcd123,2026-03-09T08:05:00+00:00,43.88,33.3,1.2,3.37,1,132770,104705,177,317,82,109,17804,46207,15227,59864,299,438
i-0abcd123,2026-03-09T08:10:00+00:00,17.89,41.49,1.61,1.64,0,94891,157546,438,83,186,135,34676,42152,45833,68660,234,260
i-0abcd123,2026-03-09T08:15:00+00:00,23.9,31.07,2.06,1.72,0,82636,163043,460,140,195,131,43866,7446,25156,76654,353,398
i-0abcd123,2026-03-09T08:20:00+00:00,39.96,63.77,3.72,3.51,1,105124,81331,285,160,102,71,7659,17586,52061,10045,119,313
i-0abcd123,2026-03-09T08:25:00+00:00,35.8,60.07,0.27,0.49,0,101676,127629,223,235,91,173,47969,19092,84610,70483,188,400
